doi,rank,raw_name,raw_affiliation,matched_faculty_id,confidence_score,match_signals
10.2196/48009,4,Jiulin Guo,Sichuan University; West China Hospital of Sichuan University,35.0,96,"{""relevance"": ""matched_faculty"", ""source"": ""ocr-rule"", ""evidence_score"": 0.9, ""evidence_sources"": [""crossref"", ""vision"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {""name_score"": 1.0, ""aff_score"": 0.9, ""aff_used"": ""Sichuan University"", ""posterior"": 0.9623121094913941, ""fusion"": ""sigmoid_logit"", ""fusion_logit"": 3.24}, ""name_only_candidate"": null}"
10.2196/48009,5,Yuxuan Wu,West China Medical Center of Sichuan University,131.0,88,"{""relevance"": ""matched_faculty"", ""source"": ""ocr-rule"", ""evidence_score"": 0.9, ""evidence_sources"": [""crossref"", ""vision"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {""name_score"": 0.7368421052631579, ""aff_score"": 0.9, ""aff_used"": ""West China Medical Center of Sichuan University"", ""posterior"": 0.8891517000923234, ""fusion"": ""sigmoid_logit"", ""fusion_logit"": 2.0821052631578945}, ""name_only_candidate"": null}"
10.2196/48009,6,Jialin Liu,Sichuan University; West China Medical Center of Sichuan University; West China Hospital of Sichuan University,25.0,96,"{""relevance"": ""matched_faculty"", ""source"": ""ocr-rule"", ""evidence_score"": 0.9, ""evidence_sources"": [""crossref"", ""vision"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {""name_score"": 1.0, ""aff_score"": 0.9, ""aff_used"": ""Sichuan University"", ""posterior"": 0.9623121094913941, ""fusion"": ""sigmoid_logit"", ""fusion_logit"": 3.24}, ""name_only_candidate"": null}"
10.1038/s41392-024-01745-z,1,Yujing Huang,"Department of Biotherapy, Cancer Center and State Key Laboratory of Biotherapy, West China Hospital, and West China School of Basic Medical Sciences and Forensic Medicine, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu, 610041, China",136.0,94,"{""relevance"": ""matched_faculty"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {""name_score"": 1.0, ""aff_score"": 0.8208015267175572, ""aff_used"": ""Department of Biotherapy, Cancer Center and State Key Laboratory of Biotherapy, West China Hospital, and West China School of Basic Medical Sciences and Forensic Medicine, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu, 610041, China"", ""posterior"": 0.9424857767215781, ""fusion"": ""sigmoid_logit"", ""fusion_"
10.1038/s41392-024-01745-z,2,Xiaohan Guo,"Department of Biotherapy, Cancer Center and State Key Laboratory of Biotherapy, West China Hospital, and West China School of Basic Medical Sciences and Forensic Medicine, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu, 610041, China",101.0,94,"{""relevance"": ""matched_faculty"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {""name_score"": 1.0, ""aff_score"": 0.8208015267175572, ""aff_used"": ""Department of Biotherapy, Cancer Center and State Key Laboratory of Biotherapy, West China Hospital, and West China School of Basic Medical Sciences and Forensic Medicine, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu, 610041, China"", ""posterior"": 0.9424857767215781, ""fusion"": ""sigmoid_logit"", ""fusion_"
10.1038/s41392-024-01745-z,3,Yi Wu,"Department of Biotherapy, Cancer Center and State Key Laboratory of Biotherapy, West China Hospital, and West China School of Basic Medical Sciences and Forensic Medicine, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu, 610041, China",121.0,94,"{""relevance"": ""matched_faculty"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {""name_score"": 1.0, ""aff_score"": 0.8208015267175572, ""aff_used"": ""Department of Biotherapy, Cancer Center and State Key Laboratory of Biotherapy, West China Hospital, and West China School of Basic Medical Sciences and Forensic Medicine, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu, 610041, China"", ""posterior"": 0.9424857767215781, ""fusion"": ""sigmoid_logit"", ""fusion_"
10.1038/s41392-024-01745-z,4,Xingyu Chen,"Department of Biotherapy, Cancer Center and State Key Laboratory of Biotherapy, West China Hospital, and West China School of Basic Medical Sciences and Forensic Medicine, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu, 610041, China",106.0,94,"{""relevance"": ""matched_faculty"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {""name_score"": 1.0, ""aff_score"": 0.8208015267175572, ""aff_used"": ""Department of Biotherapy, Cancer Center and State Key Laboratory of Biotherapy, West China Hospital, and West China School of Basic Medical Sciences and Forensic Medicine, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu, 610041, China"", ""posterior"": 0.9424857767215781, ""fusion"": ""sigmoid_logit"", ""fusion_"
10.1038/s41392-024-01745-z,5,Lixiang Feng,"Department of Biotherapy, Cancer Center and State Key Laboratory of Biotherapy, West China Hospital, and West China School of Basic Medical Sciences and Forensic Medicine, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu, 610041, China",44.0,94,"{""relevance"": ""matched_faculty"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {""name_score"": 1.0, ""aff_score"": 0.8208015267175572, ""aff_used"": ""Department of Biotherapy, Cancer Center and State Key Laboratory of Biotherapy, West China Hospital, and West China School of Basic Medical Sciences and Forensic Medicine, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu, 610041, China"", ""posterior"": 0.9424857767215781, ""fusion"": ""sigmoid_logit"", ""fusion_"
10.1038/s41392-024-01745-z,6,Na Xie,"Department of Biotherapy, Cancer Center and State Key Laboratory of Biotherapy, West China Hospital, and West China School of Basic Medical Sciences and Forensic Medicine, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu, 610041, China",55.0,94,"{""relevance"": ""matched_faculty"", ""source"": ""meta-guided"", ""evidence_score"": 0.6, ""evidence_sources"": [""crossref"", ""structured_aff"", ""correspondence_marker""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {""name_score"": 1.0, ""aff_score"": 0.8208015267175572, ""aff_used"": ""Department of Biotherapy, Cancer Center and State Key Laboratory of Biotherapy, West China Hospital, and West China School of Basic Medical Sciences and Forensic Medicine, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu, 610041, China"", ""posterior"": 0.9424857767215781, ""fusion"": "
10.1038/s41392-024-01745-z,7,Guobo Shen,"Department of Biotherapy, Cancer Center and State Key Laboratory of Biotherapy, West China Hospital, and West China School of Basic Medical Sciences and Forensic Medicine, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu, 610041, China",18.0,94,"{""relevance"": ""matched_faculty"", ""source"": ""meta-guided"", ""evidence_score"": 0.6, ""evidence_sources"": [""crossref"", ""structured_aff"", ""correspondence_marker""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {""name_score"": 1.0, ""aff_score"": 0.8208015267175572, ""aff_used"": ""Department of Biotherapy, Cancer Center and State Key Laboratory of Biotherapy, West China Hospital, and West China School of Basic Medical Sciences and Forensic Medicine, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu, 610041, China"", ""posterior"": 0.9424857767215781, ""fusion"": "
