doi,rank,raw_name,raw_affiliation,matched_faculty_id,confidence_score,match_signals
10.1038/s41551-023-01045-x,10,Weimin Li,"Department of Pulmonary and Critical Care Medicine, Med-X Center for Manufacturing, Frontiers Science Center for Disease-related Molecular Network, West China Hospital, Sichuan University, Chengdu, China",91.0,97,"{""relevance"": ""matched_faculty"", ""decision"": ""COMPLETED"", ""source"": ""meta-guided"", ""evidence_score"": 0.6, ""evidence_sources"": [""crossref"", ""structured_aff"", ""correspondence_marker""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {""name_score"": 1.0, ""aff_score"": 1.0, ""aff_used"": ""Department of Pulmonary and Critical Care Medicine, Med-X Center for Manufacturing, Frontiers Science Center for Disease-related Molecular Network, West China Hospital, Sichuan University, Chengdu, China"", ""posterior"": 0.9781187290638694, ""fusion"": ""sigmoid_logit"", ""fusion_logit"": 3.8}, ""name_only_can"
10.1038/s41467-023-42720-6,1,Shengdong Wang,"College of Polymer Science and Engineering, State Key Laboratory of Polymer Materials Engineering, Sichuan University, 610065, Chengdu, People's Republic of China; State Key Laboratory of Luminescent Materials and Devices, Institute of Polymer Optoelectronic Materials and Devices, South China University of Technology, 510640, Guangzhou, People's Republic of China",78.0,94,"{""relevance"": ""matched_faculty"", ""decision"": ""COMPLETED"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {""name_score"": 1.0, ""aff_score"": 0.8284810126582278, ""aff_used"": ""College of Polymer Science and Engineering, State Key Laboratory of Polymer Materials Engineering, Sichuan University, 610065, Chengdu, People's Republic of China"", ""posterior"": 0.9447730494648252, ""fusion"": ""sigmoid_logit"", ""fusion_logit"": 2.8394936708860756}, ""name_only_candidate"": null}"
10.1038/s41467-023-42720-6,2,Zhipeng Xie,"State Key Laboratory of Photocatalysis on Energy and Environment, College of Chemistry, Fuzhou University, 350116, Fuzhou, People's Republic of China",,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 145, ""employee_id"": ""gen_08d54764"", ""name_zh"": ""Zheng Xiang"", ""department"": ""Department of Geriatrics and State Key Laboratory of Biotherapy, National Clinical Research Center for Geriatrics, West China Hospital, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 0.7272727272727273, ""aff_score"": 0.31097560975609756, ""aff_us"
10.1038/s41467-023-42720-6,3,Da Zhu,"Institute of Nuclear and New Energy Technology, Tsinghua University, 100084, Beijing, People's Republic of China",,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 74, ""employee_id"": ""gen_7d19b855"", ""name_zh"": ""Ran Zhou"", ""department"": ""Department of Neurosurgery, State Key Laboratory of Biotherapy and Cancer Center, West China Hospital, Sichuan University, Chengdu, China"", ""name_score"": 0.7142857142857143, ""aff_score"": 0.40963855421686746, ""aff_used"": ""Institute of Nuclear and New Energy Tech"
10.1038/s41467-023-42720-6,5,Yishi Wu,"Beijing Key Laboratory for Optical Materials and Photonic Devices, Department of Chemistry, Capital Normal University, 100048, Beijing, People's Republic of China",,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 121, ""employee_id"": ""gen_cc251c4e"", ""name_zh"": ""Yi Wu"", ""department"": ""Department of Biotherapy, Cancer Center and State Key Laboratory of Biotherapy, West China Hospital, and West China School of Basic Medical Sciences and Forensic Medicine, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu, China"", ""n"
10.1038/s41467-023-42720-6,6,Hongling Yu,"State Key Laboratory of Photocatalysis on Energy and Environment, College of Chemistry, Fuzhou University, 350116, Fuzhou, People's Republic of China",,0,"{""relevance"": ""school_affiliation_hit"", ""decision"": ""NEEDS_REVIEW"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": null}"
10.1038/s41467-023-42720-6,7,Chuangye Lu,"State Key Laboratory of Luminescent Materials and Devices, Institute of Polymer Optoelectronic Materials and Devices, South China University of Technology, 510640, Guangzhou, People's Republic of China",,0,"{""relevance"": ""school_affiliation_hit"", ""decision"": ""NEEDS_REVIEW"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": null}"
10.1038/s41467-023-42720-6,8,Panke Zhou,"State Key Laboratory of Photocatalysis on Energy and Environment, College of Chemistry, Fuzhou University, 350116, Fuzhou, People's Republic of China",,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 74, ""employee_id"": ""gen_7d19b855"", ""name_zh"": ""Ran Zhou"", ""department"": ""Department of Neurosurgery, State Key Laboratory of Biotherapy and Cancer Center, West China Hospital, Sichuan University, Chengdu, China"", ""name_score"": 0.7777777777777778, ""aff_score"": 0.43391608391608394, ""aff_used"": ""State Key Laboratory of Photocatalysis o"
10.1038/s41467-023-42720-6,11,Qing Liao,"Beijing Key Laboratory for Optical Materials and Photonic Devices, Department of Chemistry, Capital Normal University, 100048, Beijing, People's Republic of China",,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 69, ""employee_id"": ""gen_dee143a8"", ""name_zh"": ""Qing Mao"", ""department"": ""Department of Neurosurgery, West China Hospital, Sichuan University, Chengdu, China"", ""name_score"": 0.8235294117647058, ""aff_score"": 0.36081632653061224, ""aff_used"": ""Beijing Key Laboratory for Optical Materials and Photonic Devices, Department of Chemistry, Ca"
10.1038/s41467-023-42720-6,12,Hong Xu,"Institute of Nuclear and New Energy Technology, Tsinghua University, 100084, Beijing, People's Republic of China",,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 22, ""employee_id"": ""gen_1d3f1947"", ""name_zh"": ""Heng Xu"", ""department"": ""Department of Laboratory Medicine, Precision Medicine Center, State Key Laboratory of Biotherapy, West China Hospital, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 0.8571428571428571, ""aff_score"": 0.3164233576642336, ""aff_used"": ""Institute of Nucl"
10.1038/s41467-023-42720-6,13,Xiong Chen,"State Key Laboratory of Photocatalysis on Energy and Environment, College of Chemistry, Fuzhou University, 350116, Fuzhou, People's Republic of China",,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": ""meta-guided"", ""evidence_score"": 0.6, ""evidence_sources"": [""crossref"", ""structured_aff"", ""correspondence_marker""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 106, ""employee_id"": ""gen_69492691"", ""name_zh"": ""Xingyu Chen"", ""department"": ""Department of Biotherapy, Cancer Center and State Key Laboratory of Biotherapy, West China Hospital, and West China School of Basic Medical Sciences and Forensic Medicine, Sichuan University, and Collaborative Innovation Center for "
10.1038/s41467-023-42720-6,14,Cheng Gu,"College of Polymer Science and Engineering, State Key Laboratory of Polymer Materials Engineering, Sichuan University, 610065, Chengdu, People's Republic of China",8.0,94,"{""relevance"": ""matched_faculty"", ""decision"": ""COMPLETED"", ""source"": ""meta-guided"", ""evidence_score"": 0.6, ""evidence_sources"": [""crossref"", ""structured_aff"", ""correspondence_marker""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {""name_score"": 1.0, ""aff_score"": 0.8284810126582278, ""aff_used"": ""College of Polymer Science and Engineering, State Key Laboratory of Polymer Materials Engineering, Sichuan University, 610065, Chengdu, People's Republic of China"", ""posterior"": 0.9447730494648252, ""fusion"": ""sigmoid_logit"", ""fusion_logit"": 2.8394936708860756}, ""name_only_candidate"": nu"
10.1038/s41586-022-05030-3,2,Yunlong Yang,"Department of Microbiology, Tumor and Cell Biology, Karolinska Institutet, Solna, Sweden; Department of Cellular and Genetic Medicine, School of Basic Medical Sciences, Fudan University, Shanghai, China",,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 39, ""employee_id"": ""gen_eb580f67"", ""name_zh"": ""Junlong Yang"", ""department"": ""College of Polymer Science and Engineering, State Key Laboratory of Polymer Materials Engineering of China, Sichuan University, Chengdu, China"", ""name_score"": 0.9166666666666666, ""aff_score"": 0.3078740157480315, ""aff_used"": ""Department of Cellular and Genet"
10.1038/s41586-022-05030-3,3,Xiaoting Sun,"Department of Microbiology, Tumor and Cell Biology, Karolinska Institutet, Solna, Sweden; Oujiang Laboratory (Zhejiang Lab for Regenerative Medicine, Vison and Brain Health), School of Pharmaceutical Science, Wenzhou Medical University, Wenzhou, China",,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 112, ""employee_id"": ""gen_4472aa37"", ""name_zh"": ""Xuping Sun"", ""department"": ""High Altitude Medical Center, West China Hospital, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 0.7272727272727273, ""aff_score"": 0.26, ""aff_used"": ""Oujiang Laboratory (Zhejiang Lab for Regenerative Medicine, Vison and Brain Health), School of "
10.1038/s41586-022-05030-3,4,Sharon Lim,"Department of Microbiology, Tumor and Cell Biology, Karolinska Institutet, Solna, Sweden",,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 19, ""employee_id"": ""gen_81794865"", ""name_zh"": ""Han Liu"", ""department"": ""Department of Computer Science and Technology, Sichuan University, Chengdu, China"", ""name_score"": 0.7058823529411765, ""aff_score"": 0.3621301775147929, ""aff_used"": ""Department of Microbiology, Tumor and Cell Biology, Karolinska Institutet, Solna, Sweden"", ""reason"
10.1038/s41586-022-05030-3,5,Sisi Xie,"Department of Cellular and Genetic Medicine, School of Basic Medical Sciences, Fudan University, Shanghai, China; Longyan First Hospital Affiliated to Fujian Medical University, Longyan, China",,0,"{""relevance"": ""school_affiliation_hit"", ""decision"": ""NEEDS_REVIEW"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": null}"
10.1038/s41586-022-05030-3,6,Ziheng Guo,"Department of Pancreatic Surgery, West China Hospital, Sichuan University, Chengdu, China",151.0,97,"{""relevance"": ""matched_faculty"", ""decision"": ""COMPLETED"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {""name_score"": 1.0, ""aff_score"": 1.0, ""aff_used"": ""Department of Pancreatic Surgery, West China Hospital, Sichuan University, Chengdu, China"", ""posterior"": 0.9781187290638694, ""fusion"": ""sigmoid_logit"", ""fusion_logit"": 3.8}, ""name_only_candidate"": null}"
10.1038/s41586-022-05030-3,7,Wenjing Xiong,"Department Nuclear Medicine, Department of Emergency Medicine, Shandong Provincial Clinical Research Center for Emergency and Critical Care Medicine, Institute of Emergency and Critical Care Medicine of Shandong University, Qilu Hospital of Shandong University, Jinan, China",,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 94, ""employee_id"": ""gen_c0807362"", ""name_zh"": ""Wenjing Li"", ""department"": ""Department of Neurology and State Key Laboratory of Biotherapy, West China Hospital, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 0.782608695652174, ""aff_score"": 0.3044776119402985, ""aff_used"": ""Department Nuclear Medicine, Department of Emerge"
10.1038/s41586-022-05030-3,11,Xu Jing,"Department of Microbiology, Tumor and Cell Biology, Karolinska Institutet, Solna, Sweden; Department of Head and Neck Surgery, Center of Otolaryngology-Head and Neck Surgery, Zhejiang Provincial People's Hospital, People's Hospital of Hangzhou Medical College, Hangzhou, China",,0,"{""relevance"": ""school_affiliation_hit"", ""decision"": ""NEEDS_REVIEW"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": null}"
10.1038/s41586-022-05030-3,13,Lili Qu,"Department Nuclear Medicine, Department of Emergency Medicine, Shandong Provincial Clinical Research Center for Emergency and Critical Care Medicine, Institute of Emergency and Critical Care Medicine of Shandong University, Qilu Hospital of Shandong University, Jinan, China",,0,"{""relevance"": ""school_affiliation_hit"", ""decision"": ""NEEDS_REVIEW"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": null}"
10.1038/s41586-022-05030-3,14,Xin Li,"Department Nuclear Medicine, Department of Emergency Medicine, Shandong Provincial Clinical Research Center for Emergency and Critical Care Medicine, Institute of Emergency and Critical Care Medicine of Shandong University, Qilu Hospital of Shandong University, Jinan, China",,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 104, ""employee_id"": ""gen_c83c0124"", ""name_zh"": ""Xing Li"", ""department"": ""National Engineering Research Center for Biomaterials, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 0.9230769230769231, ""aff_score"": 0.3016129032258065, ""aff_used"": ""Department Nuclear Medicine, Department of Emergency Medicine, Shandong Provinci"
10.1038/s41586-022-05030-3,15,Yuguo Chen,"Department Nuclear Medicine, Department of Emergency Medicine, Shandong Provincial Clinical Research Center for Emergency and Critical Care Medicine, Institute of Emergency and Critical Care Medicine of Shandong University, Qilu Hospital of Shandong University, Jinan, China",,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 47, ""employee_id"": ""gen_74c727ca"", ""name_zh"": ""Lu Chen"", ""department"": ""Key Laboratory of Birth Defects and Related Diseases of Women and Children of MOE, West China Second Hospital, Sichuan University, Chengdu, China"", ""name_score"": 0.7058823529411765, ""aff_score"": 0.3164677804295943, ""aff_used"": ""Department Nuclear Medicine, Depar"
10.1038/s41392-022-01090-z,1,Xiao-Hui Ma,"Guangdong Engineering Research Center of Chinese Medicine & Disease Susceptibility, Jinan University, Guangzhou, 510632, China; Guangdong Province Key Laboratory of Pharmacodynamic Constituents of TCM and New Drugs Research, College of Pharmacy, Jinan University, Guangzhou, 510632, China; International Cooperative Laboratory of Traditional Chinese Medicine Modernization and Innovative Drug Development of Chinese Ministry of Education (MOE), Jinan University, Guangzhou, 510632, China; Institute of Traditional Chinese Medicine, Xinjiang Medical University, Urumqi, 830054, China",,0,"{""relevance"": ""school_affiliation_hit"", ""decision"": ""NEEDS_REVIEW"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": null}"
10.1038/s41392-022-01090-z,2,Jiang-Han-Zi Liu,"Guangdong Engineering Research Center of Chinese Medicine & Disease Susceptibility, Jinan University, Guangzhou, 510632, China; Guangdong Province Key Laboratory of Pharmacodynamic Constituents of TCM and New Drugs Research, College of Pharmacy, Jinan University, Guangzhou, 510632, China; International Cooperative Laboratory of Traditional Chinese Medicine Modernization and Innovative Drug Development of Chinese Ministry of Education (MOE), Jinan University, Guangzhou, 510632, China",,0,"{""relevance"": ""school_affiliation_hit"", ""decision"": ""NEEDS_REVIEW"", ""source"": ""meta-guided"", ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": null}"
